question,answer
Có bao nhiêu khu vực chiến trường được đề cập trong đoạn văn?,"3 khu vực chiến trường được đề cập trong đoạn văn là: Chiến trường Nam Bộ, Chiến trường Trung Bộ, Chiến trường Bắc Bộ."
Chênh lệch giữa số vốn được đăng ký đầu tư vào Bình Phước năm 2020 tăng bao nhiêu so với số vốn được đăng ký đầu tư vào Bình Phước tới thời điểm hiện nay? ,"2,398 tỉ USD"
"Tổng số nhân khẩu của xã Nguyệt Hóa, Đa Lộc và Lương Hòa là bao nhiêu?","Tổng số nhân khẩu của xã Nguyệt Hóa, Đa Lộc và Lương Hòa là 14.831 nhân khẩu."
"Vào thời điểm thành lập, Sư đoàn 12 có tất cả bao nhiêu đơn vị cấp liên đội và đại đội?",4 đơn vị
"Theo điều tra dân số năm 2000, quận có mật độ dân số  cao hay thấp hơn 200 người trên một dặm vuông (87/km2)?",Cao hơn
Hội nào có ngày chính hội diễn ra sớm nhất (dương lịch)?,Hội Cổ Loa và Hội Gióng đền Sóc
"Năm 2020, so sánh giá trị công nghiệp xây dựng tăng cao hơn so với giá trị sản xuất nông nghiệp tăng bao nhiêu phần trăm?","2,2%"
"Huân chương nào được trao nhiều lần hơn, Huân chương Suvorov hạng Nhất hay Huân chương Cờ đỏ?",Huân chương Cờ đỏ
Lewandowski đã ghi bàn thắng thứ 100 vào ngày nào?,Ngày 16 tháng 4 năm 2014
Phần trăm của nữ hộ và không có chồng thấp hơn bao nhiêu so với hộ là đôi vợ chồng sống với nhau,"39,8%"
Số lượng hộ gia đình có cao hơn số gia đình sống trong quận hạt không?,Có
Bao nhiêu gia đình sống trong quận theo điều tra dân số năm 2000?,1.017 gia đình
Khối lượng của quả chuông là bao nhiêu?,18.835 kg
Số lượng gia đình sống trong quận hạt chiếm bao nhiêu phần trăm so với tổng số hộ gia đình?,75.30%
"Tính từ ngày công chiếu lần đầu, phim được phát hành tại mấy quốc gia trước ngày 7 tháng 5?","Trung Quốc, Singapore, Brunei"
Có bao nhiêu tổng được nhắc đến trong sự kiện lập thêm quận Đức Long?,1 tổng
Có bao nhiêu loại lá khác nhau được mô tả trong văn bản?,"Có 4 loại lá khác nhau được mô tả trong văn bản: lá, lá bắc mào, lá bắc sinh sản và lá bắc con."
Sân bay FLL xếp hạng bao nhiêu về lưu lượng hành khách quốc tế trong danh sách cửa ngõ hàng không quốc tế bận rộn nhất,15
Đâu là nhóm độ tuổi có phần trăm thấp nhất trong cơ cấu dân số?,18-24 tuổi
"So với các ngôn ngữ được dùng làm ngôn ngữ thứ hai tại gia đình, ngôn ngữ nào được chọn ít nhất?",Zulu
Quốc gia nào ghi nhận số ca tử vong cao nhất trong danh sách?,Italy
Quốc gia nào ghi nhận số ca tử vong tích lũy cao nhất sau khi báo cáo mới nhất?,Anh
Có bao nhiêu xã được ghép vào để tạo thành thị trấn Bình Mỹ?,4 xã
So sánh số lượng khẩu pháo của HMS Anson (1747) và HMS Anson (1781) khi chúng được hạ thủy.,HMS Anson (1747) có ít khẩu pháo hơn HMS Anson (1781) khi chúng được hạ thủy.
Phần trăm tù nhân trước án tù cao hay thấp hơn phần trăm tù nhân nữ?,Phần trăm tù nhân trước án tù cao hơn phần trăm tù nhân nữ.
"Danh hiệu nào được trao nhiều lần hơn, Huân chương Lenin hay Anh hùng Liên Xô?",Huân chương Lenin
"Trong tất cả các cơ và đội được đề cập, đội nào có số lượng thuyền nhiều nhất?",Tiền trung bộ
Tách bao nhiêu ha của xã Thông Bình để thành lập xã Tân Thành A?,1.550 ha
Số người thuộc chủng tộc khác và số người thuộc hai hoặc nhiều chủng tộc tạo thành bao nhiêu phần trăm dân số quận?,"0,29% từ các chủng tộc khác, và 0,51% từ hai hoặc nhiều chủng tộc"
Chênh lệch giữa độ dài tối đa và tối thiểu của thục hình trụ ở nón cái là bao nhiêu?,"Chênh lệch giữa độ dài tối đa và tối thiểu của thục hình trụ ở nón cái là 4,5 cm."
Tính tỉ lệ phần trăm của người da đen hay Mỹ gốc Phi và người Mỹ bản xứ so với tổng dân số.,"Người da đen hay Mỹ gốc Phi chiếm 1,54%, người Mỹ bản xứ chiếm 0,52% dân số."
"Có bao nhiêu đơn vị nhà ở với mật độ trung bình là 68,9 trên một dặm vuông?",27.834
Làng Thống Nhất và Làng Phú Cường chênh lệch bao nhiêu khu?,Làng Thống Nhất và Làng Phú Cường chênh lệch 0 khu.
Có tổng cộng bao nhiêu quốc gia được nêu là đã được giới thiệu hỗ trợ nhạc trong đoạn văn?,38
"So sánh số ca nhiễm mới ở Italy và số ca tử vong mới ở Mỹ, cái nào cao hơn?",Số ca nhiễm mới ở Italy thấp hơn số ca tử vong mới ở Mỹ.
"So sánh tỷ lệ sức chứa vượt mức của các nhà tù địa phương và tiểu bang, nhà nào có tỷ lệ cao hơn?",Nhà tù tiểu bang có tỷ lệ vượt mức cao hơn nhà tù địa phương.
Có bao nhiêu máy bay một động cơ tại sân bay vào thời điểm thống kê?,16 máy bay
Số lượng T-55 được chuyển giao từ năm 1983 đến năm 1985 là bao nhiêu?,60 chiếc
"Lữ đoàn xe tăng trong Tập đoàn quân 13 so sánh với lữ đoàn xe tăng trong Tập đoàn quân 48, lữ đoàn nào có số thứ tự lớn hơn?",Lữ đoàn xe tăng 202 có số thứ tự lớn hơn.
Federico Chaves từng là thành viên của bao nhiêu đảng?,Một đảng
"Câu hỏi lủng củng:""Số bàn thắng của Cristiano Ronaldo nhiều hơn bao nhiêu so với số bàn thắng của Higuain trong mùa giải 2009-2010""",4 bàn
Boeing đã tăng sức chứa của 737 MAX 7 lên bao nhiêu ghế so với thiết kế ban đầu?,12 ghế
Số tiền viện trợ năm 1954 cao hơn hay thấp hơn so với năm 1952 và năm 1953?,Năm 1954 thấp hơn năm 1953 và cao hơn năm 1952.
Có bao nhiêu tập phim được phát hành trong Phần 1?,Năm tập phim
Sự chênh lệch về số trẻ mắc trên 1000 trẻ giữa tiêu chí Gillberg và Gillberg so với sự kết hợp của bốn tiêu chí là bao nhiêu?,"1,6"
Quốc gia nào ghi nhận số ca tử vong mới nhất cao nhất trong ngày?,Anh
Hội nghị Đặc biệt có bao nhiêu thư ký trọng yếu được đề cử từ khi thành lập đến ngày 13/11/1938?,3
Tỷ lệ người Mỹ gốc Việt làm ngành phục vụ cao hơn tỷ lệ người Mỹ nói chung bao nhiêu phần trăm?,"8,2%"
"Dựa vào tỉ lệ phần trăm, chủng tộc nào là ít nhất trong quận vào năm 2000?",Người da đen hay Mỹ gốc Phi
"Trong các giai đoạn thời gian đã nêu, giai đoạn nào có sự tăng trưởng ít nhất về số hộ?",Từ năm Trinh Quán thứ 13 (639) đến năm Trinh Quán thứ 22 (648)
"Kể từ khi hoàn thành đường ray đôi giữa Ga Guro và Ga Bupyeong đến khi mở cửa Tàu điện ngầm Incheon tuyến 1 đoạn Ga Bakchon ~ Ga Gyulhyeon, có bao nhiêu tuyến tàu điện ngầm được mở cửa?",Có 3 tuyến tàu điện ngầm được mở cửa.
Tỷ lệ người dưới 18 tuổi so với tỷ lệ người trên 65 tuổi vào năm 2010 cao hơn hay thấp hơn?,Cao hơn
Sự tăng trưởng của ngành nông nghiệp so với năm trước là bao nhiêu tỷ đồng?,"Sự tăng trưởng của ngành nông nghiệp so với năm trước là 8,75 tỷ đồng."
Tỷ lệ số người nghèo đã giảm bao nhiêu phần trăm tổng cộng từ năm 1990 tới năm 2004?,"Tỷ lệ số người nghèo đã giảm từ 60% năm 1990 xuống còn 18,1% năm 2004, tức là giảm 41,9% tổng cộng."
"Nếu tính cả số lượng người châu Á, người Mỹ hoặc người Alaska Naive Ấn Độ, và Thái Bình Dương thì tỷ lệ phần trăm so với tổng dân số là bao nhiêu?","5% + 0,4% + 0,1% = 5,5%"
"Dân số White so với African American, chủng tộc nào chiếm tỷ lệ cao hơn tại quận này?","Dân số White chiếm tỷ lệ cao hơn với 56,47% so với 39,43% của African American."
Có bao nhiêu đội bóng được đề cập tới và có chi tiết tỷ số cụ thể trong đoạn văn?,Có 8 đội bóng được đề cập tới và có chi tiết tỷ số cụ thể trong đoạn văn.
Tỉ lệ hộ nghèo của thành phố Sông Công năm 2011 giảm bao nhiêu so với kế hoạch?,"3,08%"
tổng số người nói Tiếng Nga trên thế giới có vượt 300 triệu người hay không?,Không
"Nếu một nông dân có tổng cộng 7 mẫu ruộng, họ phải nộp bao nhiêu quan thuế và bao nhiêu thóc?",3 quan và 700 thăng thóc
Loại chất tẩy xạ nào có pH thấp nhất trong hai loại SF-2 và SF-2U?,SF-2U
Lễ Nhu Rhe diễn ra trong bao lâu?,Lễ Nhu Rhe diễn ra trong 7 ngày.
Dân tộc có số lượng người ít hơn 3.000 người được đề cập trong đoạn văn là những dân tộc nào?,"Mông, Dao, Khơ Me, Lô Lô, Cơ Lao và Cống"
Có bao nhiêu đơn vị nhà ở được xác định trong quận?,811 đơn vị nhà ở
số vụ tại nạn giao thông đường bộ cao hay thấp hơn giao thông đường thủy năm 2012?,Số vụ tai nạn giao thông đường bộ cao hơn giao thông đường thủy.
Số dân được điều chỉnh vào thị trần Nông Cống của thôn Bái Đa nhiều hơn thôn Thanh Ban là bao nhiêu người?,320 người
Màn hình IFE trên ghế hạng thương gia của Airbus A330-900 lớn hơn bao nhiêu inch so với màn hình IFE trên Airbus A321neo ACF?,"Màn hình IFE trên ghế hạng thương gia của Airbus A330-900 lớn hơn 1,7 inch so với màn hình IFE trên Airbus A321neo ACF."
Hàng không quân sự và bay thương mại theo lịch trình chiếm bao nhiêu phần trăm tổng số lượt chuyến bay hoạt động?,Hàng không quân sự và bay thương mại theo lịch trình chiếm 26% tổng số lượt chuyến bay hoạt động.
"Trong năm 1999, quận nào có dân số lớn nhất trong tỉnh Corrèze?",Quận Brive-la-Gaillarde
"Số lượng ca tử vong mới trong 24 giờ qua tại Mỹ và Anh, quốc gia nào có số lượng cao hơn?",Mỹ có số lượng ca tử vong mới trong 24 giờ qua cao hơn Anh
Tên gốc của thị trấn Mường Ảng là gì?,Thị trấn Mường Ẳng
Quận Château-Thierry có tốc độ tăng trưởng dân số cao hơn quận Saint-Quentin từ năm 1990 đến năm 1999 hay không?,Có
Tỷ lệ phần trăm người da trắng và người da đen hay Mỹ gốc Phi cộng lại chiếm bao nhiêu phần trăm dân số?,"94,28%"
Kim ngạch xuất khẩu tăng bao nhiêu phần trăm so với cùng kỳ năm 2019?,"Kim ngạch xuất khẩu tăng 7,33% so với cùng kỳ năm 2019."
Tổng tỷ lệ dân số của người Khmer và người Lào chiếm bao nhiêu phần trăm dân số Ratanakiri?,"28,7%"
Có bao nhiêu kênh đã triển khai thử nghiệm truyền hình độ nét cực cao đầu tiên?,1 kênh
Số lượt người tham dự tại Sân vận động Barton vào mùa giải 2015-16 nhiều hơn hay ít hơn mùa giải 2016-17?,Nhiều hơn
Số dân Cơ Đốc giáo phi Ả Rập và người không tôn giáo ở Israel vào năm 2022 chiếm bao nhiêu phần trăm tổng dân số?,"4,8%"
Cấp quốc gia của Violympic chỉ có bao nhiêu lớp thi?,3 lớp thi
Alfred von Waldersee tham gia các cuộc chiến tranh với Áo vào năm nào và với Pháp vào năm nào?,Alfred von Waldersee tham gia các cuộc chiến tranh với Áo vào năm 1866 và với Pháp từ năm 1870 đến năm 1871.
Phần trăm độ tuổi dân cư từ 18 đến 24 tuổi thấp hơn hay cao hơn độ tuổi dân cư từ 25 đến 44 tuổi? ,Thấp hơn
Số người của xã Xuân Lao so với số người của xã Ngối Cáy lớn hơn hay nhỏ hơn?,Lớn hơn
Diện tích giữa xã Cẩm Sơn và thị trấn Cẩm Thủy trước khi sáp nhập chênh lệch bao nhiêu,"19,07 km²"
"Trong các sự kiện được mô tả, có bao nhiêu sự kiện xảy ra trong tháng 4-1972?",Có 2 sự kiện xảy ra trong tháng 4-1972.
Chênh lệch vận tốc giữa chuyến bay tạo kỷ lục thế giới 1000 km và chuyến bay 183 là bao nhiêu km/h?,Chênh lệch vận tốc giữa chuyến bay tạo kỷ lục thế giới 1000 km và chuyến bay 183 là 150 km/h.
Tổng diện tích tự nhiên của các xã liên quan tới thành lập thị trấn An Dương là bao nhiêu?,"Tổng diện tích tự nhiên của các xã liên quan tới thành lập thị trấn An Dương là 192,52 ha."
"Theo điều tra dân số  năm 2000, số người da trắng so với tổng số các chủng tộc khác có cao hơn không?",Có
"Tới năm 1991, địa giới Hà Nội tiếp tục thay đổi, diện tích so với năm 1978 giảm bao nhiêu km²?",1212 km²
"Nếu cộng số ca mới của Thổ Nhĩ Kỳ và Ấn Độ trong 2 tuần gần nhất, tổng số ca mới là bao nhiêu?",Tổng số ca mới của Thổ Nhĩ Kỳ và Ấn Độ trong 2 tuần gần nhất là gần 661.500 ca.
Booker có nhiều trận ghi trên 30 điểm hơn Steve Nash hay không?,Không
Cấu hình Thông lượng cao mở rộng màn hình 4:4:4 có thể giải mã dòng bit được thực hiện với mấy cấu hình khác nhau?,7 cấu hình
"Trong phạm vi của các tần số tính toán, tần số lớn nhất và nhỏ nhất cách nhau bao nhiêu Hz",Tần số lớn nhất và nhỏ nhất cách nhau 30 Hz
Tổng số phần trăm của người dưới tuổi 18 và những người từ 25-44 là bao nhiêu?,"Tổng số phần trăm của người dưới tuổi 18 và những người từ 25-44 là 57,4%."
"So với người châu Á, tỉ lệ phần trăm người da trắng trong quận này vào năm 2000 cao hơn bao nhiêu lần?","Tỉ lệ người da trắng cao hơn người châu Á 98,42 lần."
Bao nhiêu diện tích đất tự nhiên của xã Nậm Loỏng đã chuyển đi trong quá trình sắp xếp lại?,225 ha
"Năm 1999, quận nào có tỷ lệ tăng trưởng dân số cao nhất?",Quận Parthenay
Nhóm tuổi nào có tỷ lệ cao nhất trong cư dân sinh sống trong huyện?,Nhóm tuổi từ 25 đến 44 có tỷ lệ cao nhất trong cư dân sinh sống trong huyện với 29.3%.
Loại hộ gia đình nào chiếm tỉ lệ cao nhất?,Đôi vợ chồng sống với nhau
Brazil đã mất bao nhiêu năm từ lần thứ nhì vô địch đến lần thứ ba?,8 năm
Bao nhiêu hộ gia đình cư trú trong thành phố vào năm 2000?,31381 hộ gia đình
Số lần tham gia World Cup của Cristiano Ronaldo nhiều hơn hay ít hơn hay bằng số lần tham gia EURO?,Số lần tham gia World Cup của Cristiano Ronaldo nhiều hơn số lần tham gia EURO
So sánh tỉ lệ phần trăm của các hộ có trẻ em dưới 18 tuổi sống chung với tỉ lệ phần trăm của các hộ không có gia đình.,"Tỉ lệ phần trăm của các hộ có trẻ em dưới 18 tuổi sống chung là 43,5%, trong khi tỉ lệ phần trăm của các hộ không có gia đình là 19,3%."
" Trường Trung học phổ thông Kiến An có khối nào có số lượng lớp nhiều nhất?

",Khối 12 có số lượng lớp nhiều nhất
Tổng số phòng học kiên cố và bán kiên cố là bao nhiêu?,Tổng số phòng học kiên cố và bán kiên cố là 7.086 phòng.
"Nếu GRDP của Đắk Nông tăng thêm 10%, giá trị đó sẽ là bao nhiêu?","22,77 nghìn tỉ đồng"
Tổng mức đầu tư cho hai dự án trong hợp phần 2 lần lượt là bao nhiêu?,"3.689,8 tỷ đồng và 2.930 tỷ đồng"
Sự chênh lệch giữa chiều dài và chiều rộng của sân cỏ là bao nhiêu mét?,27 mét
Đồng tiền nào được sản xuất sau cùng trong số các đồng tiền được nêu?,Đồng 10 Yên
Ai có khoảng cách lâu nhất trong việc bảo vệ thành công chức vô địch?,Brazil
"So với ngày 35, GMT của nhóm Nanocovax 25 mcg tăng lên bao nhiêu lần vào ngày 42?","GMT của nhóm Nanocovax 25 mcg tăng lên 4,27 lần vào ngày 42 so với ngày 35."
Đề tài của bộ phim là gì?,Hài–ca nhạc
chênh lệch về tổng mức đầu tư của 2 dự án bằng vốn nhà nước?,"Chênh lệch về tổng mức đầu tư của 2 dự án bằng vốn nhà nước là 759,8 tỷ đồng"
Liệt kê số liên đội bộ binh ban đầu trong Sư đoàn 12 ban đầu theo thứ tự?,"2, 13, 30"
Số lượng người không thuộc nhóm người da trắng hoặc da đen hay Mỹ gốc Phi chiếm bao nhiêu phần trăm tổng số dân?,"0,09% người Mỹ bản xứ, 0,13% châu Á, Thái Bình Dương 0,07%, 0,68% từ các chủng tộc khác, và 0,55% từ hai hoặc nhiều chủng tộc"
Bao nhiêu phần trăm hộ có trẻ em dưới 18 tuổi sống chung?,"33,50%"
Có bao nhiêu loại hộ gia đình được định nghĩa trong đoạn văn?,Có 5 loại hộ gia đình được định nghĩa trong đoạn văn.
Mỗi 100 nữ có số nam ít hơn hay nhiều hơn bao nhiêu?,"Mỗi 100 nữ có 95,6 nam, tức là ít hơn 4,4 nam."
Tập đoàn quân nhiều hơn quân đoàn độc lập mấy đơn vị?,Tập đoàn quân nhiều hơn quân đoàn độc lập 1 đơn vị.
"Vào năm 2000, tỉ lệ phần trăm người da trắng so với tổng số người Hispanic hay Latino trong quận này cao hơn bao nhiêu phần trăm?","87,82%"
"Trong mỗi 100 nữ 18 tuổi trở lên, có bao nhiêu nam giới?","88,70 nam giới"
Có bao nhiêu ha diện tích tự nhiên của xã Vĩnh Bình được điều chỉnh về huyện Vĩnh Thạnh quản lý?,"1.953,51 ha"
Sự khác biệt về tỷ lệ phần trăm giữa dân số lớn nhất (Tampuan) và nhỏ nhất (Lun) trong số các dân tộc tại Ratanakiri là bao nhiêu?,"Sự khác biệt về tỷ lệ phần trăm giữa dân số lớn nhất (Tampuan) và nhỏ nhất (Lun) trong số các dân tộc tại Ratanakiri là 24,2%."
Nhóm tuổi nào có tỷ lệ thấp nhất trong thông tin nhân khẩu?,"Nhóm tuổi 18-24 có tỷ lệ thấp nhất trong thông tin nhân khẩu với 7,0%."
Sự chênh lệch giữa phần trăm dân số dưới 18 tuổi và dân số 65 tuổi trở lên là bao nhiêu?,"28,30% - 9,50% = 18,80%"
"Năm 2011, thu ngân sách thành phố có vượt 110 tỷ đồng không?",Không
Số ca nhiễm ghi nhận thêm ở Tây Ban Nha ít hơn ở Mỹ bao nhiêu?,Số ca nhiễm ghi nhận thêm ở Tây Ban Nha ít hơn ở Mỹ là 30.054 ca.
"Vào năm 1999, bao nhiêu phần trăm số gia đình ở Washington được ghi nhận đang sống trong cảnh đói nghèo?",6.90%
"Theo đoạn văn bản tham khảo, dân cư dưới độ tuổi 18 so với dân cư từ 65 tuổi trở lên chênh lệch bao nhiêu phần trăm?","Dân cư dưới độ tuổi 18 so với dân cư từ 65 tuổi trở lên chênh lệch 10,5%."
"Nếu thí sinh cải thiện điểm Nghe lên thêm 0.5 và các kỹ năng khác giữ nguyên so với ví dụ, điểm tổng mới sẽ là bao nhiêu?",Điểm tổng mới sẽ là 6.75 (26 ÷ 4 = 6.5 + 0.25 = 6.75) làm tròn thành 7.
Tổng diện tích tự nhiên của ba buôn là bao nhiêu hecta?,"400,3 + 2.270,04 + 1.175 = 3.845,34 ha"
Tổng sản phẩm trên địa bàn (GRDP) của cả nước tăng bao nhiêu phần trăm từ năm 2020 đến năm 2021?,"Tổng sản phẩm trên địa bàn (GRDP) của cả nước tăng 6,8% từ năm 2020 đến năm 2021."
Có bao nhiêu khoảng thời gian được nêu ra trong đoạn văn mà dân số Mannheim được ghi nhận?,"Có 5 khoảng thời gian được nêu ra trong đoạn văn mà dân số Mannheim được ghi nhận là: 1896, 1905, 1961, 1970 và 2005."
"Theo đoạn văn bản tham khảo, tỷ lệ người Mỹ gốc Việt làm việc cho các hãng tư nhân và tự làm việc cho mình cộng lại chiếm bao nhiêu phần trăm?","82% người Mỹ gốc Việt làm cho các hãng tư nhân và 8,5% tự làm việc cho mình."
Buôn Krang có diện tích lớn gấp bao nhiêu lần so với Buôn Krông?,"Buôn Krang có diện tích lớn gấp 5,67 lần so với Buôn Krông."
Dân số của Buôn Kmăl lớn hơn Buôn Krông bao nhiêu người?,Dân số của Buôn Kmăl lớn hơn Buôn Krông 685 người.
Có bao nhiêu tiền đạo trong số những người được nêu là vua phá lưới của A.C. Milan?,Có 5 tiền đạo được nêu là vua phá lưới của A.C. Milan.
tổng doanh thu Mái ấm lạ kỳ của cô Peregrine tại Nga và Brazil là bao nhiêu triệu USD?  ,9 triệu USD
"Tính đến 31 tháng 12 trong 2 tuần gần nhất, số ca mới ghi nhận tại Ấn Độ so với Indonesia cao hơn hay thấp hơn?",Số ca mới ghi nhận tại Ấn Độ so với Indonesia cao hơn.
Năng lực lưu trữ thông tin toàn cầu đã tăng bao nhiêu exabyte từ năm 1986 đến 2000?,"51,9 exabyte"
số điểm trung bình của người yêu phim chấm trên Rotten Tomatoes và trang web điện ảnh IMDb đối với phim Amadeus chênh nhau bao nhiêu?  ,0.4
Có bao nhiêu xã trong số các xã mới được thành lập có số nhân khẩu dưới 2000?,"Có 3 xã có số nhân khẩu dưới 2000 là xã Quý Quân, xã Lực Hành và xã Tiến Bộ."
Số lượng nam giới có cao hơn số lượng nữ giới trong dân số Encinitas năm 2010 không?,Không
Số bàn thắng mà Ronaldo ghi được ở EURO 2020 so với tổng số bàn thắng mà ông ghi được ở EURO tất cả các kỳ chiếm bao nhiêu phần trăm?,35.71%
Những người có độ tuổi 45 đến 64 và từ 65 trở lên chiếm bao nhiêu phần trăm?,"23,00% từ 45 đến 64, và 19,20% từ 65 tuổi trở lên người"
"Nếu tổng điểm tối thiểu để qua round thứ nhất của cuộc thi là 10, một thí sinh đã có tổng điểm là 6. Anh ấy còn thiếu bao nhiêu điểm nữa?",4 điểm
"Trong chiến dịch Linebacker II, tỉ lệ phần trăm xuất kích của máy bay B-52 so với tổng số lần xuất kích theo kế hoạch là bao nhiêu?","98,38%"
"Số lượng trung đoàn súng cối của tập đoàn quân cận vệ 5 của trung tướng A. S. Zhadov so với của tập đoàn quân cận vệ 5 của trung tướng P. A. Rotmistrov, có chênh lệch bao nhiêu?",Số lượng trung đoàn súng cối của tập đoàn quân cận vệ 5 của trung tướng A. S. Zhadov ít hơn 3 trung đoàn so với của tập đoàn quân cận vệ 5 của trung tướng P. A. Rotmistrov.
"Số 54 so với 324 lớn hay nhỏ hơn, chênh lệch bao nhiêu đơn vị?",Số 54 nhỏ hơn 324 là 270 đơn vị.
Có bao nhiêu dân tộc có tỉ lệ dân số dưới 5% ở Ratanakiri?,Có 9 dân tộc có tỉ lệ dân số dưới 5% ở Ratanakiri
"Trong năm 2010, hãng hàng không nào có mức thị phần cao nhất?","Spirit Airlines với mức 19,8%"
Tính tổng phần trăm của cư dân từ 25 đến 44 tuổi và từ 45 đến 64 tuổi là bao nhiêu?,"51,4%"
"Năm 2001, Netanya có số lượng nữ cao hơn số lượng nam là bao nhiêu người",6.900 người
Có bao nhiêu nguyên mẫu YF-17 được xây dựng và thử nghiệm trong đoạn văn?,Hai nguyên mẫu YF-17 được xây dựng và thử nghiệm.
Chênh lệch giữa giá thuê mỗi tập ban đầu và những tập sau là bao nhiêu tiền?,"6,01 USD"
Tính tổng số người sử dụng ba ngôn ngữ được sử dụng nhiều nhất tại gia đình.,Tổng số người sử dụng ba ngôn ngữ được sử dụng nhiều nhất tại gia đình là 22.2 triệu.
Quốc gia nào có tổng số ca nhiễm nCoV cao nhất tính đến ngày 12?,Mỹ
TVB Finance phát sóng bằng bao nhiêu ngôn ngữ?,3 ngôn ngữ
Bao nhiêu chiếc T-54 và T-55 đã được đặt hàng từ Liên Xô trong hai năm 1981 và 1982?,110 chiếc T-54 và T-55 đã được đặt hàng từ Liên Xô trong hai năm 1981 và 1982.
Nhóm người nào chiếm tỉ lệ cao hơn: người châu Á hay Thái Bình Dương?,Người châu Á
độ chênh lệch nhân khẩu ở thị xã Giá Rai và ở phường 1 thuộc thị xã Giá Rai là bao nhiêu?,Độ chênh lệch nhân khẩu ở thị xã Giá Rai và ở phường 1 thuộc thị xã Giá Rai là 123.094 người.
Tổng tỉ lệ phần trăm hộ gia đình có người sống một mình từ 65 tuổi trở lên so với tổng số hộ gia đình là bao nhiêu?,"11,30%"
"Trong các nhóm trường được đề cập, nhóm nào có tỷ lệ đạt chuẩn quốc gia gần một nửa số lượng tổng trường nhất?",trường trung học cơ sở
Diện tích tự nhiên của xã Vạn Hòa được điều chỉnh là bao nhiêu ha?,"48,12 ha"
"Tổng số ca mắc COVID-19 ở Los Angeles, New York, Chicago và Miami là bao nhiêu?",998.600 ca
Xã nào có dân số cao nhất huyện Hồng Dân năm 2020?,Xã Ninh Hoà
Tính toán diện tích tự nhiên còn lại của thị xã Giá Rai sau khi thành lập phường 1 là bao nhiêu?,"Diện tích tự nhiên còn lại của thị xã Giá Rai sau khi thành lập phường 1 là: 35.466,81 - 1.186,60 = 34.280,21 ha"
Cristiano Ronaldo đã đạt được bao nhiêu kỷ lục trong đoạn văn trên?,Cristiano Ronaldo đã đạt được 5 kỷ lục trong đoạn văn trên.
Sản xuất nông lâm thủy sản đóng góp bao nhiêu phần trăm vào GDP tổng trong nửa đầu năm 2012?,"16,5%"
Kiểu pháo phòng không nào có sự tăng trưởng số lượng ít nhất so với lúc được bổ sung lần đầu?,Pháo phòng không 13 mm Kiểu 93
Tổng số tổng của cả 3 quận là bao nhiêu?,37 tổng
Số loài chim không bị đe dọa trên toàn cầu ở Việt Nam năm 2011 là bao nhiêu?,Số loài chim không bị đe dọa trên toàn cầu ở Việt Nam năm 2011 là 845 loài.
Có bao nhiêu phần trăm hộ gia đình có cụ già 65 tuổi trở lên sống một mình?,"6,50%"
"Số lượng trung đoàn pháo tự hành và trung đoàn pháo chống tăng của Quân đoàn kỵ binh cận vệ 4 so với Quân đoàn kỵ binh cận vệ 7, đoàn nào có nhiều hơn?",Quân đoàn kỵ binh cận vệ 4 có 1 trung đoàn pháo tự hành và 1 trung đoàn pháo chống tăng. Quân đoàn kỵ binh cận vệ 7 có 1 trung đoàn pháo tự hành và 1 trung đoàn pháo chống tăng. Hai đoàn có số lượng trung đoàn pháo tự hành và trung đoàn pháo chống tăng bằng nhau.
Có bao nhiêu khu vực trong đoạn văn mà số người nói tiếng Nga ít hơn 10 triệu người?,Có 6 khu vực có số người nói tiếng Nga ít hơn 10 triệu người.
Sự kiện gì liên quan đến UDF đã diễn ra vào ngày 4 tháng 2 năm 1997?,"Bản sửa đổi 1.50 của UDF đã được phát hành, thêm hỗ trợ ghi lại (ảo) trên phương tiện CD-R/DVD-R bằng cách giới thiệu cấu trúc VAT và thêm các bảng trống dự phòng để quản lý lỗi trên các phương tiện ghi lại được như CD-RW và DVD-RW và DVD+RW."
Có bao nhiêu quốc gia ghi nhận cả số ca nhiễm mới và số ca tử vong mới?,3 quốc gia
"Nếu cộng tỷ lệ AS được ước tính theo các tiêu chí ICD-10 và DSM-IV tại Phần Lan năm 2007, tổng cộng sẽ là bao nhiêu trên 1.000 trẻ?","2,9 + 2,5 = 5,4 trên 1.000 trẻ"
Phần trăm người không nói tiếng Anh là ngôn ngữ đầu tiên là bao nhiêu?,"11,3%"
"Trong số các hộ gia đình, có bao nhiêu hộ là đôi vợ chồng sống với nhau, nếu biết tổng số hộ là 12.416?",6.739 hộ
Số học sinh lớp 12 đủ điều kiện tốt nghiệp Bagrut trong thành phố so với tổng số học sinh lớp 12 đạt tỷ lệ như thế nào?,"50,2%"
Tính tỷ lệ phần trăm hộ có người 65 tuổi trở lên sống một mình so với tổng số hộ.,"7,40%"
"Khi lợn đen Lũng Pù trưởng thành, trọng lượng cao nhất mà chúng có thể đạt được gấp bao nhiêu lần so với trọng lượng sơ sinh?",Trọng lượng của lợn đen Lũng Pù khi trưởng thành có thể đạt được gấp 216 đến 233 lần trọng lượng sơ sinh.
"So sánh tỷ lệ của các hộ gia đình không và tỷ lệ của các cá nhân sống một mình, tỷ lệ nào lớn hơn?",Tỷ lệ các hộ gia đình không lớn hơn
